id,dep_delayed_15min
0,0.0703609483836463
1,0.08248895383136012
2,0.07368375192890995
3,0.23132419109742966
4,0.20560372094912432
5,0.09526720137640879
6,0.0809273787008548
7,0.21476748234505527
8,0.13510987910992187
9,0.25870274324787973
10,0.2956527851123807
11,0.23498138535478202
12,0.10596761183323261
13,0.25783332083480065
14,0.09167261162979366
15,0.22916667092332782
16,0.0918515438131403
17,0.28655109764899794
18,0.35638841338508215
19,0.06490410152405092
20,0.1345193052084604
21,0.07034717159706864
22,0.2557004086020176
23,0.1700547999999746
24,0.311317349387278
25,0.2845207074753135
26,0.06949103606728224
27,0.07443316152670507
28,0.37232448199981666
29,0.19506593288319485
30,0.13565291060306142
31,0.23312342240327305
32,0.07214446821792603
33,0.29231476225900405
34,0.32424933766210856
35,0.26130241431964807
36,0.20977221646584457
37,0.18716871678559524
38,0.11585843126905052
39,0.25346028377261737
40,0.15491459443663813
41,0.3111591742646366
42,0.21323251956221603
43,0.2952549063196127
44,0.1674126121704578
45,0.22798606922551512
46,0.06140996701493134
47,0.11940097429399808
48,0.3227014673980213
49,0.13696696041550604
50,0.324333122900003
51,0.08338071335088865
52,0.16426002086330174
53,0.3130188049740862
54,0.37555977978007954
55,0.09549256034696767
56,0.18522270611050903
57,0.3201259509543033
58,0.10100682396549487
59,0.3575548708026976
60,0.10721768715899044
61,0.10839757410777032
62,0.17283585533419552
63,0.2320308908539321
64,0.18373601157111238
65,0.15198536758402081
66,0.07111759773599208
67,0.1324330787960535
68,0.11879471450318814
69,0.14973171376240293
70,0.07160803676038986
71,0.19390790717775322
72,0.2592657039797147
73,0.16316311118215426
74,0.4392836500433608
75,0.29566212904600103
76,0.10224164578188516
77,0.13327088895344408
78,0.10157310933183063
79,0.23005630467555435
80,0.19282523789803901
81,0.19141238695696647
82,0.09191664822663938
83,0.13193918988522635
84,0.11412120011927449
85,0.06998343259647102
86,0.0924235946212201
87,0.23878626854459434
88,0.1641958286279185
89,0.15215565386531887
90,0.20779030532123077
91,0.1738075084493995
92,0.11864324471561978
93,0.12259716868868313
94,0.17381130754566293
95,0.13761386530324235
96,0.2664625417973548
97,0.04311894518952905
98,0.19231146607941815
99,0.2654036283763879
100,0.14864647705174486
101,0.20969128291730305
102,0.08106267435716961
103,0.2403761281136519
104,0.06311146015752409
105,0.10372707513392687
106,0.216741017983814
107,0.09311384144065096
108,0.11800570498746127
109,0.25815346832950015
110,0.25941054654523343
111,0.19214812123136255
112,0.3787892134495912
113,0.07232662845983769
114,0.09430326507474919
115,0.13520847974946124
116,0.1303133306225565
117,0.3769504091055939
118,0.09105758776382782
119,0.15051156652387793
120,0.3197577994034728
121,0.23915229323077558
122,0.2956608312671963
123,0.2349876590294834
124,0.23751697907428063
125,0.08214657880943327
126,0.09406486451546942
127,0.07224630383273507
128,0.09536218592600808
129,0.41257697025203094
130,0.3723920615481856
131,0.13820056474346473
132,0.07319617691633198
133,0.11520543749047643
134,0.07082952216018595
135,0.35719140663698595
136,0.3449679643122291
137,0.19496662374438278
138,0.07399192450709367
139,0.09014851586393292
140,0.21495141214316912
141,0.14789847970684117
142,0.20634149982619074
143,0.3474342648880666
144,0.1332053960512612
145,0.35093505445035134
146,0.18395646235567925
147,0.28152074186502685
148,0.10513972699023537
149,0.3729062876504472
150,0.31464500112669586
151,0.2897412954603101
152,0.10667461093176664
153,0.16326967401186823
154,0.24254001428113994
155,0.1349142816278757
156,0.2597479694256158
157,0.1735028188119893
158,0.2688989523979941
159,0.07181301784062484
160,0.09323319192934856
161,0.2869550868168753
162,0.4153715603830926
163,0.12217863653407413
164,0.13258290913515705
165,0.10468883177187137
166,0.1221436175442792
167,0.06180390160851273
168,0.22979395950894005
169,0.3465030715757671
170,0.16561723394550418
171,0.15350723161246804
172,0.17025257544979094
173,0.260232016509419
174,0.31749469914504874
175,0.28754699706767445
176,0.13217058570049023
177,0.07169731010432437
178,0.291697742019684
179,0.1945414869807964
180,0.07213055501629556
181,0.13118645604847118
182,0.29278800117837966
183,0.411127154814509
184,0.21127748895670506
185,0.2367314289385582
186,0.28858891121373936
187,0.325379922840755
188,0.18707923178914382
189,0.3110379613215486
190,0.3533333435401906
191,0.18446903314860566
192,0.18412281363159833
193,0.11805757546586114
194,0.23399537941828844
195,0.15321467389888987
196,0.10364703335743546
197,0.10691293525573822
198,0.21068235976678007
199,0.31082251831020635
200,0.13417988618860702
201,0.2968408588025209
202,0.3263018717053271
203,0.0719854775984866
204,0.06902248947939678
205,0.20809880248152718
206,0.3838524576569722
207,0.06548835462851704
208,0.18480050404861043
209,0.16681543395295859
210,0.07152937791407293
211,0.08212759763947797
212,0.26504079670987585
213,0.18715677090857516
214,0.13080077516627156
215,0.10340130523335857
216,0.07413839323558727
217,0.12250485420120519
218,0.17371485685339996
219,0.1297926557418591
220,0.16491088068734414
221,0.3094755256615389
222,0.45350125727582297
223,0.10693769157817941
224,0.311034489117828
225,0.11743093072358704
226,0.2628901497335678
227,0.34344507738964625
228,0.23554593038182164
229,0.3814315257778755
230,0.07149687228965124
231,0.13278081209588288
232,0.2583343877905929
233,0.3803430672967742
234,0.1483230161079305
235,0.10471067971024736
236,0.0797063525890508
237,0.1684964564345872
238,0.1716412385332431
239,0.15521499587987458
240,0.12216847746402364
241,0.21003799583649632
242,0.15206775901161243
243,0.23796319737991412
244,0.2812188202539969
245,0.2563263269880961
246,0.2174946670255517
247,0.4164395063189721
248,0.32661889891333473
249,0.2846224052603958
250,0.26120600653144166
251,0.08375262739249796
252,0.13200129886126083
253,0.10187458787743744
254,0.2885106728015863
255,0.13598272967938613
256,0.15525765614759834
257,0.07401069519447694
258,0.19166247746365825
259,0.06529026739487997
260,0.18393685957736383
261,0.09353948635422979
262,0.3223434036601896
263,0.21579181937759076
264,0.2333362383950169
265,0.1846850970918183
266,0.1693896457551698
267,0.10224528089347959
268,0.23120502844276578
269,0.3184186461397923
270,0.09419603767658785
271,0.1681266520031762
272,0.23134990059624352
273,0.0706971792194437
274,0.26287058672538055
275,0.11650732584197362
276,0.07035320372927345
277,0.23825420292771304
278,0.09058531069080218
279,0.34762531790489154
280,0.13630254571367056
281,0.3116583701790966
282,0.10564069813155652
283,0.07852602290758576
284,0.2641964843389884
285,0.2650843132883167
286,0.14964937710863488
287,0.12200566087508198
288,0.35592918193404255
289,0.08332576498595537
290,0.13172841176301872
291,0.16820148817956965
292,0.2818885930264962
293,0.16698436581309958
294,0.2419380031343464
295,0.07914264803110843
296,0.0700790550562292
297,0.15448698607089045
298,0.24224594805745628
299,0.16698652474466427
300,0.2324188492414693
301,0.17273114581789695
302,0.11621976884611732
303,0.25916637956332456
304,0.1525520294702
305,0.2687353586041202
306,0.1661676665487192
307,0.28485385264440405
308,0.1913674432791807
309,0.16575972267797537
310,0.2905641392839163
311,0.31246037283738765
312,0.07951625060780527
313,0.34094328421116965
314,0.28041279215857196
315,0.17282320430656126
316,0.26553773222777294
317,0.10434420074205372
318,0.23084083755540893
319,0.11427587359728303
320,0.2544159368159234
321,0.08950951051268141
322,0.11740031919913106
323,0.2323079117362882
324,0.14689966322660608
325,0.23189659912159513
326,0.06964186201110203
327,0.19358241907527535
328,0.07292747188331761
329,0.16589899363079508
330,0.2066782422464908
331,0.3509046774745635
332,0.4573505065022015
333,0.24254161714484632
